frames,blue x,blue y,green x,green y,pink x,pink y,yellow x,yellow y,,,,
200,645.3563218390805,1133.1954022988505,910.8622754491018,777.0778443113772,408.15441176470586,1559.7058823529412,633.4594594594595,1149.972972972973,,,,
201,645.280487804878,1132.6829268292684,911.2269938650306,777.2760736196319,408.13432835820896,1559.634328358209,633.1489361702128,1151.0212765957447,,,,
202,645.453488372093,1132.4302325581396,911.5688622754491,777.443113772455,408.29007633587787,1559.5725190839694,633.275,1152.0,,,,
203,644.9702970297029,1132.881188118812,911.8248587570622,777.9774011299435,408.3623188405797,1559.768115942029,634.8846153846154,1151.9615384615386,,,,
204,644.95,1132.83,911.9764705882353,778.464705882353,408.3623188405797,1559.768115942029,635.1666666666666,1152.2083333333333,,,,
205,645.03125,1132.9166666666667,912.0526315789474,778.5497076023391,408.34265734265733,1560.2727272727273,635.448275862069,1152.448275862069,,,,
206,645.1111111111111,1133.0333333333333,912.439024390244,778.8780487804878,408.2887323943662,1560.2605633802816,635.3548387096774,1152.741935483871,,,,
207,645.0898876404494,1132.9887640449438,912.439024390244,778.8780487804878,408.54744525547443,1560.1167883211679,635.6,1153.2,,,,
208,645.4431818181819,1133.0681818181818,912.5636363636364,778.6848484848484,408.50757575757575,1559.7954545454545,635.5681818181819,1152.5,,,,
209,645.6913580246913,1133.320987654321,912.8362573099415,778.5847953216374,408.4962962962963,1559.8444444444444,635.6666666666666,1151.625,,,,
210,645.6595744680851,1132.787234042553,912.75,778.6190476190476,408.4962962962963,1559.8444444444444,635.7619047619048,1152.857142857143,,,,
211,645.5555555555555,1132.7333333333333,912.689024390244,778.8963414634146,408.4732824427481,1560.2366412213742,635.0731707317074,1152.780487804878,,,,
212,645.5057471264367,1133.0,912.6011560693642,779.2832369942197,408.50757575757575,1560.1969696969697,634.8076923076923,1151.8461538461538,,,,
213,645.4767441860465,1132.9651162790697,912.6011560693642,779.2832369942197,408.6,1560.1851851851852,634.8076923076923,1151.8461538461538,,,,
214,645.5714285714286,1132.8333333333333,912.6300578034682,779.2196531791908,408.19083969465646,1560.3893129770993,634.9285714285714,1151.5,,,,
215,645.5714285714286,1132.8333333333333,912.7570621468926,779.0847457627119,408.19083969465646,1560.3893129770993,634.6551724137931,1150.1724137931035,,,,
216,645.6741573033707,1133.1011235955057,912.7861271676301,778.9364161849711,408.28125,1560.0,634.6551724137931,1150.103448275862,,,,
217,645.7441860465116,1133.0,912.7861271676301,778.9364161849711,408.28125,1560.0,634.2894736842105,1149.7631578947369,,,,
bad frames:,28,,,,,,,,,,,
